subjID	acq	trial	stim_id	stim_pair	stim_text	mrl_prf	pos_no_con	trial_onset	read_RT	resp1_cat	resp2_cat	resp3_cat	resp1_RT	resp2_RT	resp3_RT	respAll_RT	resp1	resp2	resp3
1	1	15	140	088	People should make small purchases on their credit card each month.	prf	poscon	87.4283153079996	0.578691078000702	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.74574844900053	50	50	50
1	1	16	053	037	Killing grey wolves is wrong, even if they are overpopulated.	mrl	nocon	89.2955138599991	0.850524730998586	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.624191325001448	50	50	50
1	1	17	167	086	A married couple should not have an affair.	mrl	poscon	91.3197870839995	0.692716483999902	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.591853816000366	50	50	50
1	1	18	155	075	Sport fishing to kill and eat fish is neither barbaric nor evil.	mrl	poscon	93.1466327929993	0.54259393799839	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.583109199000319	50	50	50
1	1	19	120	033	Teenagers should make sure to exercise at least once per day.	prf	poscon	94.8145194900007	0.68733611099924	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.537696424999012	50	50	50
1	1	20	037	028	People should listen to music during a mountain-hike.	prf	nocon	96.5818529419994	0.624201272001301	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.600909863000197	50	50	50
1	1	21	066	029	Restaurant owners should evenly distribute tips among waiters.	mrl	nocon	98.3493423079999	0.595653353000671	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.546024567000131	50	50	50
1	1	22	178	017	People should not bribe the maître d of a restaurant to get a table.	mrl	poscon	100.034167129001	0.52681173000019	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.563246350000554	50	50	50
1	1	23	114	036	A car recall is inconvenient for people with long commutes.	prf	poscon	101.667775971	0.527660927000397	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.547539069000777	50	50	50
1	1	24	092	014	People should not laugh at a performer for making a mistake.	mrl	nocon	103.284835025001	0.529769465001664	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.561649696999666	50	50	50
1	1	25	179	053	People should not litter in the beach.	mrl	poscon	104.919613446	0.528154042000097	abt_pref	abt_morl	abt_fact	0.979892641000333	2.0467631119991	4.34803160000047	4.61376906199985	90.0000000000001	19.9999999999999	1.99999999999989
1	1	26	078	058	An intern should not exaggerate about his participation in a project.	mrl	nocon	110.605656898	0.632067972999721	abt_pref	abt_morl	abt_fact	12.8148258990004	NaN	NaN	12.9317101670003	0	50	50
1	1	27	083	074	People should not blast loud music in public.	mrl	nocon	124.712181085	0.591753331000291	abt_pref	abt_morl	abt_fact	1.2662708559983	NaN	NaN	1.33344421599941	100	50	50
1	1	28	117	070	After a game, athletes should Instagram post about the game results.	prf	poscon	127.179497183	0.587625389000095	abt_pref	abt_morl	abt_fact	0.954061291000471	NaN	NaN	1.13806706899959	1.99999999999989	50	50
1	1	29	103	091	Professors who play videos make their classes more entertaining.	prf	poscon	129.447560835	0.527007022001271	abt_pref	abt_morl	abt_fact	1.03029864500058	NaN	NaN	1.14747088700096	100	50	50
1	1	30	184	073	Universities should not discriminate against LGBT students.	mrl	poscon	131.664998834	1.07811458599826	abt_pref	abt_morl	abt_fact	6.48272306400031	7.73401902100159	10.0685524270011	10.2351574170007	100	7.9999999999999	86.0000000000001
1	1	31	173	087	A tattoo artist should get a verbal consent from customers.	mrl	poscon	143.520856595	0.525698560000819	abt_pref	abt_morl	abt_fact	1.03234560800047	1.94955295299951	2.9003571129997	2.99985084699983	98.0000000000001	15.9999999999999	92.0000000000001
1	1	32	107	063	Drinking coffee is a joyful experience when you are tired and need energy.	prf	poscon	147.590131360001	1.31358937100049	abt_pref	abt_morl	abt_fact	0.861009365000427	2.16132129899961	3.49571363900031	3.74479265300033	19.9999999999999	0	90.0000000000001
1	1	33	018	018	Dogs are not worth the stress and aggravation it takes to own them.	prf	nocon	153.192361555	0.526518185999521	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.54840828200031	50	50	50
1	1	34	108	013	While at a hot beach, it is pleasant to dip your toes in the cool water.	prf	poscon	154.810333975	0.527087836999272	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.563042371999472	50	50	50
1	1	35	062	008	It is unjust for businesses to allow apples to rot rather than giving them to the needy.	mrl	nocon	156.453282651	0.535316089000844	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.529635618999237	50	50	50
1	1	36	085	035	People should wash their hands after using the restroom.	mrl	nocon	158.070890905999	0.533157539000968	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.569491258998823	50	50	50
1	1	37	074	060	A mother should allow her children the freedom to pursue their own interests.	mrl	nocon	159.712054162001	0.529588441999294	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.58447705099934	50	50	50
1	1	38	175	044	People should not pull the fire alarm as a joke.	mrl	poscon	161.370128737	0.519823769998766	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.567935610000859	50	50	50
1	1	39	038	008	Students should type their lecture notes.	prf	nocon	162.996881970001	0.528314970000793	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.550648077000005	50	50	50
1	1	40	115	091	A taxi driver should play soothing music when picking up a customer.	prf	poscon	164.625741114	0.617644298999949	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.566868881998744	50	50	50
1	1	41	150	068	Driving after drinking heavily is a stupid and selfish way to behave.	mrl	poscon	166.352250159	0.528510997999547	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.558949702000973	50	50	50
1	1	42	119	056	Zookeepers should let children feed the animals.	prf	poscon	167.994963233999	0.532132907999767	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.567265261001012	50	50	50
1	1	43	044	067	People should borrow textbooks from the library.	prf	nocon	169.634431524	0.530282883000837	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.559679480000341	50	50	50
1	1	44	031	024	Using straws to drink is much more enjoyable than drinking directly from the cup.	prf	nocon	171.276944963	0.523471671000152	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.542228340000293	50	50	50
1	1	45	026	033	Money spent on space project is wasteful.	prf	nocon	172.894932097999	0.516511441001057	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.531980793000912	50	50	50
1	1	46	052	002	We should stop developing robots, as they will destroy jobs.	mrl	nocon	174.495215454001	0.517078969000067	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.565254331999313	50	50	50
1	1	47	168	005	School is a place that should be kept safe from harm.	mrl	poscon	176.129545305001	0.518731341999228	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.562949494998975	50	50	50
1	1	48	050	059	Children should not put their parents into nursing homes.	mrl	nocon	177.764548715	0.519874781999533	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.561752825999065	50	50	50
1	1	49	171	010	Churchgoers should donate generously to the collection plate.	mrl	poscon	179.393490525999	0.521012287999838	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.582483272999525	50	50	50
1	1	50	015	065	Rock music is pleasing to the ear, and much more agreeable than rap music.	prf	nocon	181.052818812999	0.528801177000787	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.532458292000229	50	50	50
1	1	51	090	062	People should not write in borrowed books.	mrl	nocon	182.664481285999	0.518872738000937	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.551181949000238	50	50	50
1	1	52	118	030	Students should get a good night sleep before a makeup final exam.	prf	poscon	184.274137926001	0.527165028001036	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.563481802999377	50	50	50
1	1	53	110	087	Having blood drawn is not a pleasurable experience.	prf	poscon	185.914184657	0.520926719000272	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.53071296500093	50	50	50
1	1	54	084	045	Students should not have loud conversations during lectures.	mrl	nocon	187.522098711999	0.530383183000595	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.570412342998679	50	50	50
1	1	55	146	028	The goal of sports should be to teach children that respect for others is more important than winning.	mrl	poscon	189.159075899999	0.527874284000063	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.580286615999285	50	50	50
1	1	56	076	036	A public pool should leave lifeguarding duties to parents.	mrl	nocon	190.817588411001	0.520847040999797	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.566361939998387	50	50	50
1	1	57	123	071	A football referee should run as much as the athletes.	prf	poscon	192.445147184	0.529595115998745	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.561255726999661	50	50	50
1	1	58	070	030	Students should not skip classes.	mrl	nocon	194.084938632001	0.525174960001095	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.543060050000349	50	50	50
1	1	59	152	016	It is not OK for doctors to accidentally kill a small number of patients per year.	mrl	poscon	195.703495911999	0.520782775000043	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.567710583000007	50	50	50
1	1	60	010	094	The Harry Potter books are engaging and delightful to read, even for adults.	prf	nocon	197.329737182999	0.526953429000059	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.564180779998424	50	50	50
1	1	61	174	026	Parents should give medication to their sick children.	mrl	poscon	198.971625925	0.521941009999864	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.544862847998957	50	50	50
1	1	62	186	012	People should be honest on their tax returns.	mrl	poscon	200.589657408	0.519871837999744	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.530575200000385	50	50	50
1	1	63	006	081	Robots should be made of chrome, or other shiny materials.	prf	nocon	202.19017331	0.521542520998992	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.550689060999503	50	50	50
1	1	64	137	083	Doctors should accept cash, check, or credit card for payment.	prf	poscon	203.805069561	0.520412517000295	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.568162352999934	50	50	50
1	1	65	112	045	Gamblers should bet with real money, as it is more exciting.	prf	poscon	205.436138367	0.529856805998861	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.559428144000776	50	50	50
1	1	66	003	020	Hearing both sides of an argument makes for stimulating discussion.	prf	nocon	207.079357115001	0.515725474999272	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.565164167001058	50	50	50
1	1	67	128	058	People should not give too many snacks to their children before a meal.	prf	poscon	208.701889010001	0.531761906999236	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.542616024999006	50	50	50
1	1	68	079	031	Runners should not bump into pedestrians in the street.	mrl	nocon	210.326104272001	0.523513761001595	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.56129311100085	50	50	50
1	1	69	133	084	People should pack food for a beach day.	prf	poscon	211.954603962	0.525796445001106	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.531226054999934	50	50	50
1	1	70	012	056	Because sandals have fewer styles, they are less fun to go shopping for.	prf	nocon	213.562236111	0.519829294998999	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.546420926999417	50	50	50
1	1	71	014	014	Sitting in a boat and fishing all day long is boring and waste of time.	prf	nocon	215.174808726	0.524057066999376	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.551129133000359	50	50	50
1	1	72	046	062	People should sit close to the stage for a theatre performance.	prf	nocon	216.793249032	0.523253328999999	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.564480727000046	50	50	50
1	1	73	045	042	Students should familiarize themselves with many Philosophy texts.	prf	nocon	218.424880089	0.528087917999073	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.578779692999888	50	50	50
1	1	74	149	080	Professors should not tolerate students cheating on their exams.	mrl	poscon	220.079399140001	0.521824587000083	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.580114430000322	50	50	50
1	1	75	023	061	People should watch more thought-provoking movies.	prf	nocon	221.737194328	0.532323692999853	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.530631064999397	50	50	50
1	1	76	164	092	Students should not copy a classmate's answer sheet on a makeup final exam.	mrl	poscon	223.350717542	0.518972750998728	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.565025834001062	50	50	50
1	1	77	162	020	Supermarkets should not pass of expired milk as fresh.	mrl	poscon	224.976014492	0.533682781000607	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.557903580000129	50	50	50
1	1	78	056	018	Harry Potter should be banned from school libraries for idolizing witchcraft.	mrl	nocon	226.621139162	0.532013252999604	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.54847374000019	50	50	50
1	1	79	072	023	Money earned illegally should be refused if offered by a friend.	mrl	nocon	228.250218764	0.521957705999739	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.56394448500032	50	50	50
1	1	80	004	035	Nursing homes should be decorated in bright, vibrant colors.	prf	nocon	229.888037391	0.519494390999171	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.545756236999296	50	50	50
1	1	81	081	078	Watching movies from illegal websites is deplorable.	mrl	nocon	231.505472694	0.533050525000363	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.539341109999441	50	50	50
1	1	82	183	069	Doctors should not refuse to treat sick patients.	mrl	poscon	233.121648742999	0.521887148001042	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.549556992000362	50	50	50
1	1	83	022	042	In winter, people should wear button-down coats and scarfs.	prf	nocon	234.731527413	0.525312272999145	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.564776335999341	50	50	50
1	1	84	020	024	Restaurant owners should train the waiters to check on a table at least twice.	prf	nocon	236.365308684999	0.577359486000205	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.563517051999952	50	50	50
1	1	85	101	004	Babies that are temperamental are aggravating to spend time around.	prf	poscon	238.062281017999	0.513104936999298	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.949081325001316	50	50	50
1	1	86	105	057	Using touchscreens is a much more satisfying way to interact with computers.	prf	poscon	240.076627709001	0.516302870999425	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.748627281998779	50	50	50
1	1	87	068	016	In winter, it is better to wake homeless people sleeping on the street than to ignore them.	mrl	nocon	241.88638604	1.33748125800048	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	1.11843737399977	50	50	50
1	1	88	065	073	It is wrong to use animals as disposable space shuttle test pilots.	mrl	nocon	244.887075518	6.44157318900034	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.56742665099955	50	50	50
1	1	89	134	071	Employees should have an extra copy of their resume for an interview.	prf	poscon	252.44026777	0.526751563998914	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.596914604000631	50	50	50
1	1	90	144	002	You shouldn't embarrass or humiliate your friends.	mrl	poscon	254.107312094	0.540375382999628	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	1.11726246900071	50	50	50
1	1	91	064	001	Dog racing is harmful and exploitative to the dogs being raced.	mrl	nocon	256.311123482999	0.523350815999947	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.582280148000791	50	50	50
1	1	92	035	094	Watching movies with friends is enjoyable.	prf	nocon	257.958599011999	0.577502187999926	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.547154768999462	50	50	50
1	1	93	051	021	Genetic engineers should prevent birth defects in babies.	mrl	nocon	259.626659116	0.79995553900153	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.974904196000352	50	50	50
1	1	94	157	004	It is justifiable to harm cockroaches just because you find them disgusting.	mrl	poscon	261.944232141001	0.638924872999269	abt_pref	abt_morl	abt_fact	NaN	NaN	NaN	0.685637081000095	50	50	50
